record_type,record_id,field,route,rules,length_delta,before,after
INFO,23449314121640910844,text,plugin,R500,-2,"A Daedra's heart must be removed during the brief period of its appearance on the mortal plane. The Daedra's heart has modest magical properties, but, since removing the heart is generally fatal to the specimen, the substance is rare and expensive.","A Zenar's heart must be removed during the brief period of its appearance on the mortal plane. The Zenar's heart has modest magical properties, but, since removing the heart is generally fatal to the specimen, the substance is rare and expensive."
INFO,2718011837103625929,text,plugin,R500,-2,"A daedra's heart must be removed during the brief period of its appearance on the mortal plane. The daedra's heart has modest magical properties, but, since removing the heart is generally fatal to the specimen, the substance is rare and expensive.","A zenar's heart must be removed during the brief period of its appearance on the mortal plane. The zenar's heart has modest magical properties, but, since removing the heart is generally fatal to the specimen, the substance is rare and expensive."
INFO,32354297442887026523,text,plugin,R500,-1,"A cure for vampirism? There are those who say that the cure resides only with our daedra princes. My lord Molag Bal has dealt before with the dark walkers, though they are not of his making. It is possible he holds the secrets to this, but I would not expect him to tell you. Only those who have the disease, and are truly desperate to be rid of it, are of interest to Molag Bal.","A cure for vampirism? There are those who say that the cure resides only with our zenar princes. My lord Molag Bal has dealt before with the dark walkers, though they are not of his making. It is possible he holds the secrets to this, but I would not expect him to tell you. Only those who have the disease, and are truly desperate to be rid of it, are of interest to Molag Bal."
INFO,1763323927231112605,text,plugin,R500,-1,"Offspring of inter-racial matings have the racial appearance of the mother, but may occasionally share inherited characteristics and abilities of the father. Sloads, dragons, and other sentient races cannot mate with Men, Elves, or Beastmen, and are not considered 'human.' Exceptional accounts of matings between men and daedra do not fit smoothly into this scheme.","Offspring of inter-racial matings have the racial appearance of the mother, but may occasionally share inherited characteristics and abilities of the father. Sloads, dragons, and other sentient races cannot mate with Men, Elves, or Beastmen, and are not considered 'human.' Exceptional accounts of matings between men and zenar do not fit smoothly into this scheme."
INFO,7027327552545817126,text,plugin,R500,-1,"Offspring of inter-racial matings have the racial appearance of the mother, but may occasionally share inherited characteristics and abilities of the father. Sloads, dragons, and other sentient races cannot mate with Men, Elves, or Beastmen, and are not considered 'human.' Exceptional accounts of matings between men and daedra do not fit smoothly into this scheme.","Offspring of inter-racial matings have the racial appearance of the mother, but may occasionally share inherited characteristics and abilities of the father. Sloads, dragons, and other sentient races cannot mate with Men, Elves, or Beastmen, and are not considered 'human.' Exceptional accounts of matings between men and zenar do not fit smoothly into this scheme."
INFO,28644302842562514556,text,plugin,R500,-1,"The Mages Guild is permitted to invoke and summon Daedra by Imperial license. This is a source of friction between the Guild and local authorities, and the Guild insists that mages take care to avoid public controversy when using summoning magic.","The Mages Guild is permitted to invoke and summon Zenar by Imperial license. This is a source of friction between the Guild and local authorities, and the Guild insists that mages take care to avoid public controversy when using summoning magic."
INFO,31365129562799222718,text,plugin,R500,-1,"Despite the Empire's public policy of religious toleration, Imperial authority permits the Ordinators a free hand in persecution and extermination of Rebel Daedra cults.","Despite the Empire's public policy of religious toleration, Imperial authority permits the Ordinators a free hand in persecution and extermination of Rebel Zenar cults."
INFO,74287810833731625,text,plugin,R500,-1,"Council and Temple law forbids the worship of the Rebel Daedra Molag Bal, Malacath, Sheogorath, and Mehrunes Dagon in Morrowind.","Council and Temple law forbids the worship of the Rebel Zenar Molag Bal, Malacath, Sheogorath, and Mehrunes Dagon in Morrowind."
INFO,28455296191979011517,text,plugin,R100,-2,"Joncis is being held in Ashurnibibi, a Daedric Ruin on an island northwest of Hla Oad. We cannot afford the ransom. Go there and rescue Joncis Dalomax if he still lives.","Joncis is being held in Ashurnibibi, a Zetic Ruin on an island northwest of Hla Oad. We cannot afford the ransom. Go there and rescue Joncis Dalomax if he still lives."
INFO,256153141124018972,text,plugin,R100,-2,"It is a Daedric ruin on an island on the west coast of Vvardenfell. Go to Hla Oad and head on the road north until you reach the Stronghold of Hlormaren. When you do, head west to the coast and then south until you see bridges leading to an island. Ashalmimilkala is on that island.","It is a Zetic ruin on an island on the west coast of Vvardenfell. Go to Hla Oad and head on the road north until you reach the Stronghold of Hlormaren. When you do, head west to the coast and then south until you see bridges leading to an island. Ashalmimilkala is on that island."
INFO,18724106871144813180,text,plugin,R100,-2,"Ashalmimilkala is a large Daedric ruin on a large off-shore island south of Gnaar Mok, west of the Dunmer stronghold called Hlormaren in the Bitter Coast region. A thin strand of land connects the southern part of the island with the mainland on the coast southwest of the stronghold.","Ashalmimilkala is a large Zetic ruin on a large off-shore island south of Gnaar Mok, west of the Dunmer stronghold called Hlormaren in the Bitter Coast region. A thin strand of land connects the southern part of the island with the mainland on the coast southwest of the stronghold."
INFO,81418063306221012,text,plugin,R500,-2,"Have you asked yourself WHY you are doing Azura's bidding? Are you in the habit of trusting Daedra Lords? Have you forgotten what scheming, treacherous fiends the Daedra are? Come on, hero. Why are you still talking? Are you afraid?","Have you asked yourself WHY you are doing Azura's bidding? Are you in the habit of trusting Zenar Lords? Have you forgotten what scheming, treacherous fiends the Zenar are? Come on, hero. Why are you still talking? Are you afraid?"
INFO,24534293452671821209,text,plugin,R500,-1,"The enchanted ring called Moon-and-Star -- or One-Clan-Under-Moon-and-Star, as the Ashlanders call it -- was forged for the hero Nerevar by one of the Dwemer Sorcerer-Priest Kagrenac's smiths, and blessed by the Daedra Lord Azura. The ring gave Nerevar supernatural powers of persuasion and indisputable proof of identity, since any other who tried to wear the ring would be killed instantly.","The enchanted ring called Moon-and-Star -- or One-Clan-Under-Moon-and-Star, as the Ashlanders call it -- was forged for the hero Nerevar by one of the Dwemer Sorcerer-Priest Kagrenac's smiths, and blessed by the Zenar Lord Azura. The ring gave Nerevar supernatural powers of persuasion and indisputable proof of identity, since any other who tried to wear the ring would be killed instantly."
